English,Portuguese
"The horse, the lion, the dog and the sheep are animals.","O cavalo, o leão, o cachorro e a ovelha são animais."
It is difficult to give up a long love suddenly.,É difícil desistir de um longo amor de repente.
There were neither flowers nor trees in the streets of his city.,Não havia nem flores nem árvores nas ruas de sua cidade.
What's wrong with you?,O que há de errado contigo?
I've seen my dog sneeze but never my cat.,"Já vi meu cachorro espirrar, mas meu gato nunca."
Only humans name things.,Só os humanos dão nome às coisas.
It's none of your business!,Isto não é da sua conta!
"When it lightly rains like that, I wish to go for a walk in a park.","Quando a chuva é assim tão fina, tenho vontade de dar uma caminhada no parque."
So now it's my turn.,Então agora é minha vez.
Don't hate me!,Não me odeie.
Have you ever applied for a job?,Você já solicitou emprego?
I feel at home in this room.,Sinto-me em casa nesta sala.
"I'd like to write hundreds of sentences on Tatoeba, but I have other things to do.","Gostaria de escrever centenas de frases em Tatoeba, mas tenho outras coisas para fazer."
Smoking is no habit but an addiction.,"Fumar não é um hábito, e sim um vício."
A room without books is like a body without a soul.,Uma casa sem livros é qual um corpo sem alma.
Better a broken promise than none at all.,Melhor uma promessa quebrada do que nenhuma.
"The more you explain it, the more I don't understand it.","Quanto mais você o explica, menos eu entendo."
"The older I get, the more clearly I remember things that never happened.","Quanto mais velho vou ficando, mais nitidamente me recordo de coisas que nunca aconteceram."
"To a man with a hammer, everything looks like a nail.","Para um homem com um martelo, tudo se parece com um prego."
"Water, taken in moderation, cannot hurt anybody.","Água, tomada com moderação, não machuca ninguém."
"We are all stupid, just on different subjects.","Nós somos todos estúpidos, apenas em diferentes assuntos."
Worrying is like paying a debt you don't owe.,Preocupar-se é como pagar por algo que você não deve.
I don't like the house he lives in.,Eu não gosto da casa em que ele mora.
I must buy one of these.,Devo comprar uma destas.
"The U.S. president's passport is black, not blue like an average citizen's.","O passaporte do presidente dos Estados Unidos é preto, e não azul como o dos cidadãos comuns."
Aiding and abetting the enemy is considered treason.,Ajudar e estimular o inimigo é considerado traição.
Some doctors are in favor of euthanasia while others believe it goes against the Hippocratic oath.,"Alguns médicos são a favor da eutanásia, enquanto outros acreditam que vai contra o juramento de Hipócrates."
He sauntered through the park whistling a tune he'd learned in his youth.,"Ele caminhou pelo parque, assobiando uma melodia que aprendera na sua juventude."
I hope that you are good.,Espero que você vá bem.
Quantum physics is too difficult for a mere mortal to understand.,Física quântica é muito difícil para um mero mortal entender.
There may be life on the moons of Jupiter.,Pode haver vida nas luas de Júpiter.
We should consider the problem from a child's perspective.,Deveríamos considerar o problema do ponto de vista de uma criança.
Please show me the schedule.,Faça o favor de mostrar-me os horários.
"Arianna, you're a disaster!","Arianna, você é um desastre!"
There are many good reasons not to do it.,Há muitas razões boas para não fazer isso.
I would like to travel around the world.,Gostaria de viajar ao redor do mundo.
People from China play another kind of chess.,As pessoas da China jogam outro tipo de xadrez.
Don't do anything you'll regret.,Não faça nada de que vá se arrepender.
I am not eating.,Não estou comendo.
She wants to dance.,Ela quer dançar.
I am eating a banana.,Estou comendo uma banana.
Old people wake up early.,Os idosos levantam cedo.
I hope that you are able to resolve the situation soon.,Espero que você possa resolver a situação logo.
Few men know how to be old.,Poucos homens sabem como ser velhos.
Are you going to do it over again?,Você vai fazer isso de novo?
Some of the bluest water in the world is found in Crater Lake.,Uma das águas mais azuis do mundo é encontrada no Lago Crater.
You run.,Você corre.
Have you ever seen a red river?,Você já viu um rio vermelho?
"Do you really think so? ""I know so.""","Você acha mesmo? ""Eu sei."""
Morality is simply the attitude we adopt toward people we dislike.,Moralidade é simplesmente a atitude que nós adotamos em direção às pessoas que nós não gostamos.
The catapult hurled the boulder over the castle walls.,A catapulta lançou o pedregulho por cima das muralhas do castelo.
"It was cold, so we lit a fire.","Estava frio, então nós acendemos uma fogueira."
I am very grateful for your help.,Sou muito grato por sua ajuda.
I would like to play golf.,Gostaria de jogar golfe.
He's my age.,Ele tem a minha idade.
"According to him, yes.","Segundo ele, sim."
It was starting to rain.,Começava a chover.
It is already too late.,Já é tarde demais.
"Yes, he is Anthony.","Sim, é Anthony."
Don't sugar my coffee.,Não adoce meu café.
I'm looking for Andy. Do you know where he is?,Estou procurando Andy. Você sabe onde ele está?
"Would you stay tonight, perhaps?","Você gostaria de ficar essa noite, talvez?"
"Bill, open the door.","Bill, abra a porta."
She hung up angrily.,Ela desligou irritada.
Don't be stupid.,Não seja estúpido.
He has to be in love with you.,Ele tem que estar apaixonado por você.
She needs our help.,Ela precisa da nossa ajuda.
I often have the same dream.,Tenho frequentemente o mesmo sonho.
I lied. Please forgive.,Eu menti. Por favor me perdoe.
He is small and weak.,Ele é pequeno e fraco.
This is my friend.,Este é meu amigo.
It doesn't matter!,Não importa!
There was a beautiful woman with black hair in the park.,Havia uma linda mulher com cabelo preto no parque.
People that have experienced so-called 'lucid dreams' often describe them as being 'more real than reality'. They also describe reality after waking up from a 'lucid dream' to be like a 'whimsical dream'.,"Pessoas que experienciaram os chamados ""sonhos lúcidos"" muitas vezes os descrevem como sendo ""mais reais que a realidade"". Eles também descrevem a realidade, após acordar de um ""sonho lúcido"", como um ""sonho fantástico""."
Don't presume to tell me how to raise my children!,Não pense que pode me dizer como criar meus filhos!
How do you console a woman who has just lost her only child?,Como você consola uma mulher que acabou de perder o seu único filho?
Just staying alive in these times is hard enough.,Simplesmente sobreviver nesses tempos já é difícil o bastante.
I am very glad to meet you today.,Estou muito feliz de te encontrar hoje.
Add salt to taste.,Adicione sal a gosto.
When will you come back from Milan?,Quando voltarás de Milão?
She lives in Kyoto.,Ela vive em Quioto.
Gods exist.,Os deuses existem.
Which continent is the most populated one?,Qual é o continente mais populoso?
What's the difference between a violin and a piano? A piano burns longer.,Qual é a diferença entre um violino e um piano? Um piano queima por mais tempo.
I'm from Colombia.,Eu sou da Colômbia.
"I didn't win, but at least I got a consolation prize.","Eu não venci, mas pelo menos eu ganhei um prêmio de consolação."
The doctor told me to inhale and exhale slowly and deeply.,O médico me disse para inalar e exalar vagarosa e profundamente.
The Catholic Church doesn't condone the use of condoms.,A Igreja Católica não aprova o uso de preservativos.
She was on the scene of the crime.,Ela estava na cena do crime.
She was at the scene of the crime.,Ela estava na cena do crime.
She was at the crime scene.,Ela estava na cena do crime.
I have so many things to tell you that I don't know where to start.,Tenho tantas coisas para te dizer que nem sei por onde começar.
Aim at the target with this gun.,Mire no alvo com esta arma.
"Change alone is eternal, perpetual, immortal.","Só a mudança é eterna, perpétua, imortal."
"Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.","Cada dia é uma pequena vida: cada despertar e levantar-se um pequeno nascimento, cada nova manhã uma pequena juventude, cada deitar-se para descansar e dormir uma pequena morte."
"In our monogamous part of the world, to marry means to halve one’s rights and double one's duties.","Na parte monógama do nosso mundo, casar significa reduzir à metade os seus direitos e duplicar suas obrigações."
"All truth passes through three stages. First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as being self-evident.","Toda verdade passa por três etapas. Primeiro, é ridicularizada. Em seguida, sofre violenta oposição. Por último, é aceita como algo que dispensa explicação."
"The true soldier fights not because he hates what is in front of him, but because he loves what is behind him.","O verdadeiro soldado luta não porque ele odeia o que está na sua frente, mas porque ele ama o que está atrás dele."
We are never as happy nor as unhappy as we imagine.,Nós nunca estamos tão felizes ou tão infelizes quanto imaginamos estar.
He was hit by a car and died instantly.,Um carro bateu nele e ele morreu na hora.
Please don't smoke too much.,"Por favor, não fume muito."
Don't smoke too much.,Não fume demais.
Enough is enough!,Já chega!
I was taking a walk with my brother.,Eu estava dando uma volta com meu irmão.
Every law has its exception.,Toda regra tem uma exceção.
What kind of food do you like?,Que tipo de comida você gosta?
Come and visit me when you are feeling better.,Vem visitar-me quando te estiveres a sentir melhor.
I need to replace my keyboard with a new one.,Preciso substituir meu teclado por um novo.
